size smiles qed sa qed sa max_or_val 
42 CN(C(=O)c1ccccc1)[C@@H]1C[C@H]2O[C@@](C)([C@@H]1O)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4 0.304931565132616 0.5606416709046982 0.304931565132616 0.5606416709046982 1
42 CO[C@@H]1[C@H](NC(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4 0.29874494926144857 0.5688488900640782 0.29874494926144857 0.5688488900640782 1
25 Cn1nc(C(N)=O)c2c1-c1nc(-c3ccccc3)ncc1CC2(C)C 0.7803179913325178 0.8014971642343414 0.7803179913325178 0.8014971642343414 1
27 CCNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(-c3ccccc3)nc1-2 0.7778415035461852 0.8044821131021183 0.7778415035461852 0.8044821131021183 1
27 CCNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(-c3ccccc3)nc1-2 0.7778415035461852 0.8044821131021183 0.7778415035461852 0.8044821131021183 0
26 CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(-c3ccccc3)nc1-2 0.7735521970869526 0.8024268135463044 0.7735521970869526 0.8024268135463044 0
25 Cn1nc(C(N)=O)c2c1-c1nc(-c3ccccc3)ncc1CC2(C)C 0.7803179913325178 0.8014971642343414 0.7803179913325178 0.8014971642343414 0
27 Cn1nc(C(N)=O)c2c1-c1nc(NCc3ccccc3)ncc1CC2(C)C 0.742548752945143 0.7995074167458428 0.742548752945143 0.7995074167458428 0
26 Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3)ncc1CC2(C)C 0.7577461563906984 0.8007766554851875 0.7577461563906984 0.8007766554851875 0
29 CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(NC(=O)c3ccccc3)nc1-2 0.7146209171054434 0.8021794911510128 0.7146209171054434 0.8021794911510128 0
22 COc1cc2ncnc(Nc3ccc(F)cc3)c2cc1OC 0.7983836473287707 0.9018871483467706 0.7983836473287707 0.9018871483467706 1
21 COc1cc2ncnc(Nc3ccccc3)c2cc1OC 0.7940400286227499 0.9098736456490529 0.7940400286227499 0.9098736456490529 1
21 COc1cc2ncnc(Nc3ccccc3)c2cc1OC 0.7940400286227499 0.9098736456490529 0.7940400286227499 0.9098736456490529 0
22 COc1cc2ncnc(Nc3ccc(F)cc3)c2cc1OC 0.7983836473287707 0.9018871483467706 0.7983836473287707 0.9018871483467706 0
21 COc1ccc2c(Nc3ccccc3OC)ncnc2c1 0.7940400286227499 0.9070000012606544 0.7940400286227499 0.9070000012606544 0
27 Cc1ccccc1OCC(=O)Nc1ccc(C(=O)Nc2ccccc2)cc1 0.6899377465554474 0.9363464907622449 0.6899377465554474 0.9363464907622449 1
21 COc1cc2ncnc(NCc3ccccc3)c2cc1F 0.7969733299680486 0.8974918045393427 0.7969733299680486 0.8974918045393427 1
21 COc1ccc(Nc2ncnc3ccc(OC)cc23)cc1 0.7940400286227499 0.9144998751572496 0.7940400286227499 0.9144998751572496 1
22 COc1cc2ncnc(Nc3ccc(C)cc3)c2cc1OC 0.7950475618939019 0.9042405061001284 0.7950475618939019 0.9042405061001284 1
21 COc1ccc(Nc2ncnc3cc(OC)ccc23)cc1 0.7940400286227499 0.9123404804535925 0.7940400286227499 0.9123404804535925 1
27 COC(=O)COc1cc2ncnc(NCc3ccc(F)cc3)c2cc1OC 0.639499370650158 0.8746214132756288 0.639499370650158 0.8746214132756288 0
27 Cc1ccccc1OCC(=O)Nc1ccc(C(=O)Nc2ccccc2)cc1 0.6899377465554474 0.9363464907622449 0.6899377465554474 0.9363464907622449 0
21 COc1cc2ncnc(NCc3ccccc3)c2cc1F 0.7969733299680486 0.8974918045393427 0.7969733299680486 0.8974918045393427 0
24 COc1cc2c(Nc3ccc(F)cc3)ncnc2cc1OC(F)F 0.7599111291868789 0.8737240574752165 0.7599111291868789 0.8737240574752165 0
22 CCOc1cc2ncnc(Nc3ccccc3)c2cc1OC 0.7759623557669164 0.9026889645860867 0.7759623557669164 0.9026889645860867 0
24 CCCOc1cc2ncnc(Nc3ccc(C)cc3)c2cc1OC 0.7246241004875098 0.8909928619869881 0.7246241004875098 0.8909928619869881 0
22 C=CCOc1cc2ncnc(-c3ccccc3)c2cc1OC 0.6695657747827615 0.880230791509164 0.6695657747827615 0.880230791509164 0
26 COc1cc2c(NCc3ccccc3)ncnc2cc1OCCN(C)C 0.6718145266361228 0.8789957661279693 0.6718145266361228 0.8789957661279693 0
23 CCCOc1ccc2ncnc(Nc3ccc(C)c(C)c3)c2c1 0.7366590722888058 0.8915911518762564 0.7366590722888058 0.8915911518762564 0
26 COc1cc2c(NCc3ccc(C)cc3)ncnc2cc1OCC(N)=O 0.677377695532006 0.8768016205978237 0.677377695532006 0.8768016205978237 0
25 COC(=O)CCOc1ccc2c(NCc3ccccc3)ncnc2c1 0.6676176164142655 0.886590513624677 0.6676176164142655 0.886590513624677 0
22 COc1cc2c(NCc3ccc(C)cc3)ncnc2cc1Cl 0.783402077690493 0.892018283877906 0.783402077690493 0.892018283877906 0
23 COCCOc1ccc2ncnc(Nc3ccc(F)cc3)c2c1 0.7054707179665756 0.8936878502028053 0.7054707179665756 0.8936878502028053 0
25 COCCOc1cc2ncnc(Nc3ccc(F)cc3)c2cc1OC 0.6620220534366424 0.8825252899974669 0.6620220534366424 0.8825252899974669 0
25 CCOC(=O)Nc1ccc2c(Nc3cccc(OC)c3)ncnc2c1 0.7324938937099098 0.8861017857239628 0.7324938937099098 0.8861017857239628 0
25 COc1cc2c(Nc3ccc(Cl)cc3)ncnc2cc1OCCCN 0.625584657693329 0.8770411019632791 0.625584657693329 0.8770411019632791 0
20 COc1ccc2ncnc(Nc3ccc(Cl)cc3)c2c1 0.7889219195289234 0.9130994238542376 0.7889219195289234 0.9130994238542376 0
24 COc1cc2c(Nc3ccc(Cl)cc3)ncnc2cc1OCCCl 0.6453715925905011 0.8736216245287939 0.6453715925905011 0.8736216245287939 0
21 COc1ccc(Nc2ncnc3ccc(OC)cc23)cc1 0.7940400286227499 0.9144998751572496 0.7940400286227499 0.9144998751572496 0
21 CC(C)Oc1ccc2c(Nc3ccccc3)ncnc2c1 0.7786200810397387 0.8999785636818396 0.7786200810397387 0.8999785636818396 0
21 COc1cc2c(NCc3ccccc3)ncnc2cc1Cl 0.7933753513368484 0.8989692320298851 0.7933753513368484 0.8989692320298851 0
21 COc1cc2ncnc(Nc3ccccc3)c2cc1OC 0.7940400286227499 0.9098736456490529 0.7940400286227499 0.9098736456490529 0
22 COc1cc2ncnc(Nc3ccc(C)cc3)c2cc1OC 0.7950475618939019 0.9042405061001284 0.7950475618939019 0.9042405061001284 0
21 COc1ccc(Nc2ncnc3cc(OC)ccc23)cc1 0.7940400286227499 0.9123404804535925 0.7940400286227499 0.9123404804535925 0
18 COc1ccc(Nc2ccc3c(c2)OCO3)cc1 0.898374660092865 0.9242921418306032 0.898374660092865 0.9242921418306032 1
21 COc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1 0.7854290999210233 0.9258204910300071 0.7854290999210233 0.9258204910300071 1
24 CCc1ccc(Nc2nccc(Oc3cccc(CO)c3)n2)cc1 0.7162165755638253 0.8827324479083131 0.7162165755638253 0.8827324479083131 0
22 Clc1ccc(Nc2ncc(Cl)c(NC3CCCCC3)n2)cc1 0.7977014097421729 0.8798954549707021 0.7977014097421729 0.8798954549707021 0
28 COc1ccc(-c2ncc(Cl)c(Oc3cccc(C(=O)N4CCC4)c3)n2)cc1 0.6384323315198961 0.8736649950374817 0.6384323315198961 0.8736649950374817 0
25 CCOc1cccc(Oc2nc(Nc3ccc(F)cc3)ncc2F)c1 0.7035814401262244 0.878073366920544 0.7035814401262244 0.878073366920544 0
18 COc1ccc(Nc2ccc3c(c2)OCO3)cc1 0.898374660092865 0.9242921418306032 0.898374660092865 0.9242921418306032 0
24 COc1ccccc1Oc1nc(Nc2ccc(C)cc2)ncc1C 0.7417636249794641 0.8874983246402766 0.7417636249794641 0.8874983246402766 0
22 COc1cccc(Oc2nc(-c3ccccn3)ncc2C)c1 0.7345999064239603 0.8714843972783947 0.7345999064239603 0.8714843972783947 0
25 COc1ccc(Nc2ncc(Cl)c(Oc3ccc(OC)cc3)n2)cc1 0.6903922464682124 0.889752854100031 0.6903922464682124 0.889752854100031 0
24 COc1ccc(Oc2nc(Nc3ccc(C)cc3)ncc2Cl)cc1 0.7086310509767328 0.8902688932021494 0.7086310509767328 0.8902688932021494 0
25 Fc1cnc(Nc2ccc(N3CCC3)cc2)nc1Oc1ccccc1 0.7499977629036413 0.8824204398628225 0.7499977629036413 0.8824204398628225 0
24 COc1cccc(Oc2nc(Nc3ccccc3C)ncc2Cl)c1 0.7086310509767328 0.8795921930906668 0.7086310509767328 0.8795921930906668 0
23 COc1ccc(Oc2nc(Nc3ccccc3)ncc2Cl)cc1 0.7373320950280555 0.8955250488250786 0.7373320950280555 0.8955250488250786 0
24 COc1ccc(Oc2nc(Nc3ccc(N)cc3)ncc2Cl)cc1 0.6741419930575789 0.8782457047963523 0.6741419930575789 0.8782457047963523 0
22 COc1ccc(-c2ccnc(Nc3ccc(C)cc3)n2)cc1 0.782103922425075 0.9197276665091638 0.782103922425075 0.9197276665091638 0
21 COc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1 0.7854290999210233 0.9258204910300071 0.7854290999210233 0.9258204910300071 0
21 Fc1ccc(-c2ccnc(NCc3ccccc3)n2)cc1 0.7868637850188032 0.9187455530647465 0.7868637850188032 0.9187455530647465 0
20 Cc1ccc2c(c1)N(CCCCO)c1ccccc1O2 0.8511346044410383 0.8851044636420359 0.8511346044410383 0.8851044636420359 1
22 COc1ccc2c(c1)N(CCNC(C)=O)c1ccccc1O2 0.9421847622609008 0.8810751825348048 0.9421847622609008 0.8810751825348048 1
21 O=C(O)CCCCN1c2ccccc2Oc2ccccc21 0.836020569379544 0.8950007578810829 0.836020569379544 0.8950007578810829 1
20 Cc1ccc2c(c1)N(CCCCN)c1ccccc1O2 0.8524059951560026 0.8837660021035744 0.8524059951560026 0.8837660021035744 1
20 Cc1ccc2c(c1)N(CCCCO)c1ccccc1O2 0.8511346044410383 0.8851044636420359 0.8511346044410383 0.8851044636420359 0
22 COc1ccc2c(c1)N(CCNC(C)=O)c1ccccc1O2 0.9421847622609008 0.8810751825348048 0.9421847622609008 0.8810751825348048 0
21 O=C(O)CCCCN1c2ccccc2Oc2ccccc21 0.836020569379544 0.8950007578810829 0.836020569379544 0.8950007578810829 0
20 Cc1ccc2c(c1)N(CCCCN)c1ccccc1O2 0.8524059951560026 0.8837660021035744 0.8524059951560026 0.8837660021035744 0
17 COc1ccccc1NC(=O)c1ccccc1 0.8750194340578671 0.9754131846097273 0.8750194340578671 0.9754131846097273 1
16 O=C(Nc1ccc(Br)cc1)c1ccccc1 0.8898045768165617 0.9731414737535672 0.8898045768165617 0.9731414737535672 1
16 Cc1ccc(NC(=O)c2ccccc2)cc1 0.8112788228538134 0.9844719085361757 0.8112788228538134 0.9844719085361757 1
23 COc1ccc(-c2cnc3c(-c4ccncc4)cnn3c2)cc1 0.5812888866669049 0.8686516139631889 0.5812888866669049 0.8686516139631889 0
17 COc1ccccc1NC(=O)c1ccccc1 0.8750194340578671 0.9754131846097273 0.8750194340578671 0.9754131846097273 0
17 COc1ccc(-c2cnc3ccnn3c2)cc1 0.6719376128453229 0.8785865849236989 0.6719376128453229 0.8785865849236989 0
25 CCc1ccc(-c2cnc3c(-c4ccc(OC)cc4)cnn3c2)cc1 0.5476395313234693 0.8795964145730435 0.5476395313234693 0.8795964145730435 0
28 O=C(O)c1ccc(-c2cnc3c(-c4cnc5ccccc5c4)cnn3c2)cc1 0.5145685556112614 0.8560497558254744 0.5145685556112614 0.8560497558254744 0
21 O=C(O)c1ccc(-c2cnc3c(C(=O)O)cnn3c2)cc1 0.7588930517160131 0.8709410318888202 0.7588930517160131 0.8709410318888202 0
21 CNC(=O)c1cnn2cc(-c3ccc(OC)cc3)cnc12 0.7945437810111495 0.8723167772169386 0.7945437810111495 0.8723167772169386 0
18 COc1ccc(NC(=O)c2ccc(O)cc2)cc1 0.8708336023097287 0.9601174413553477 0.8708336023097287 0.9601174413553477 0
22 Fc1ccc(-c2cnc3c(-c4ccccn4)cnn3c2)cc1 0.5662956496790555 0.862076760444075 0.5662956496790555 0.862076760444075 0
20 CNC(=O)c1cnn2cc(-c3ccc(F)cc3)cnc12 0.7733069316963019 0.8679199273676631 0.7733069316963019 0.8679199273676631 0
18 O=C(O)c1ccc(NC(=O)c2ccncc2)cc1 0.8626138331745848 0.9401044700129647 0.8626138331745848 0.9401044700129647 0
21 CCCNC(=O)c1ccc(-c2cnc3ccnn3c2)cc1 0.7986094792871554 0.8722461551068081 0.7986094792871554 0.8722461551068081 0
18 O=C(O)c1ccc(NCc2ccc(Cl)cc2)cc1 0.8832128554890112 0.9479316193342316 0.8832128554890112 0.9479316193342316 0
16 O=C(Nc1ccc(Br)cc1)c1ccccc1 0.8898045768165617 0.9731414737535672 0.8898045768165617 0.9731414737535672 0
16 O=C(Nc1ccccc1)c1cccc(Cl)c1 0.840932652048911 0.9732304369642694 0.840932652048911 0.9732304369642694 0
23 COc1ccc(-c2cnc3c(-c4cccnc4)cnn3c2)cc1 0.5812888866669049 0.8690296682618315 0.5812888866669049 0.8690296682618315 0
22 CCOC(=O)c1cnn2cc(-c3ccc(CC)cc3)cnc12 0.6938459579720668 0.8711186501782725 0.6938459579720668 0.8711186501782725 0
23 Cc1ccc(-c2cnc3c(-c4cccc(O)c4)cnn3c2)cc1 0.6067579939363364 0.8682834874014276 0.6067579939363364 0.8682834874014276 0
22 Cc1ccc(-c2cnc3c(-c4cccnc4)cnn3c2)cc1 0.5631555092550324 0.8680538018641933 0.5631555092550324 0.8680538018641933 0
16 Cc1ccc(NC(=O)c2ccccc2)cc1 0.8112788228538134 0.9844719085361757 0.8112788228538134 0.9844719085361757 0
22 Cc1ccc(-c2cnc3c(-c4ccccc4)cnn3c2)cc1 0.5471340435651287 0.8904945119233649 0.5471340435651287 0.8904945119233649 0
22 Cc1ccc(-c2cnc3c(-c4ccccn4)cnn3c2)cc1 0.5631555092550324 0.8643577071896371 0.5631555092550324 0.8643577071896371 0
19 CCn1cnc2c(NCc3ccccc3)ncnc21 0.7756513127213471 0.8821894641505116 0.7756513127213471 0.8821894641505116 1
19 CCn1cnc2c(Nc3ccc(Cl)cc3)ncnc21 0.7958462807277435 0.875750987627035 0.7958462807277435 0.875750987627035 1
22 Cn1cnc2c(Nc3ccc(F)cc3)nc(N3CCC3)nc21 0.8046395599719288 0.8587159639755862 0.8046395599719288 0.8587159639755862 1
20 CCn1cnc2c(Nc3ccc(Cl)cc3)nc(C)nc21 0.8002068435909726 0.8667261351949234 0.8002068435909726 0.8667261351949234 1
23 CCn1cnc2c(-c3ccccc3)nc(N3CCNCC3)nc21 0.8009212190444606 0.8473715234654513 0.8009212190444606 0.8473715234654513 0
23 Cn1cnc2c(Nc3cccc(Cl)c3)nc(N3CCCC3)nc21 0.7985562738757743 0.8532772876310487 0.7985562738757743 0.8532772876310487 0
21 CCn1cnc2c(Nc3ccc(Cl)cc3)nc(C#N)nc21 0.8033762575220321 0.8420298541400153 0.8033762575220321 0.8420298541400153 0
26 CCn1cnc2c(NCc3ccccc3)nc(N3CCCCCC3)nc21 0.7575166213428188 0.8619459519421552 0.7575166213428188 0.8619459519421552 0
19 CCn1cnc2c(NCc3ccccc3)ncnc21 0.7756513127213471 0.8821894641505116 0.7756513127213471 0.8821894641505116 0
24 CCn1cnc2c(Nc3ccccc3C)nc(N3CCCC3)nc21 0.7964737175254553 0.85655552483139 0.7964737175254553 0.85655552483139 0
20 CCNc1nc(-c2ccccc2)c2ncn(CC)c2n1 0.7892940357016421 0.8628036678860678 0.7892940357016421 0.8628036678860678 0
25 CCn1cnc2c(Nc3ccccc3F)nc(NC3CCCC3)nc21 0.7322821550350486 0.8477884061431175 0.7322821550350486 0.8477884061431175 0
24 CCn1cnc2c(-c3ccccc3)nc(NC3CCCCC3)nc21 0.779934072984506 0.8589857616368379 0.779934072984506 0.8589857616368379 0
26 CC1CCC(Nc2nc(Nc3ccccc3Cl)c3ncn(C)c3n2)CC1 0.6931315961955137 0.8379389456151488 0.6931315961955137 0.8379389456151488 0
24 CCn1cnc2c(Nc3ccccc3)nc(N3CCOCC3)nc21 0.7948150676319476 0.8565047215501641 0.7948150676319476 0.8565047215501641 0
21 CCn1cnc2c(Nc3cccc(Cl)c3)nc(OC)nc21 0.8012131758309801 0.849660879781041 0.8012131758309801 0.849660879781041 0
19 CCn1cnc2c(Nc3ccc(Cl)cc3)ncnc21 0.7958462807277435 0.875750987627035 0.7958462807277435 0.875750987627035 0
21 CCn1cnc2c(-c3ccccc3)nc(NC(C)=O)nc21 0.8000969894888454 0.8644424182425795 0.8000969894888454 0.8644424182425795 0
22 Cn1cnc2c(Nc3ccc(F)cc3)nc(N3CCC3)nc21 0.8046395599719288 0.8587159639755862 0.8046395599719288 0.8587159639755862 0
20 CCn1cnc2c(Nc3ccccc3Cl)nc(C)nc21 0.8002068435909726 0.8608794415377036 0.8002068435909726 0.8608794415377036 0
21 CCn1cnc2c(Nc3ccc(Cl)cc3)nc(OC)nc21 0.8012131758309801 0.8563534438836052 0.8012131758309801 0.8563534438836052 0
20 CCn1cnc2c(Nc3ccc(Cl)cc3)nc(C)nc21 0.8002068435909726 0.8667261351949234 0.8002068435909726 0.8667261351949234 0
24 CCS(=O)(=O)N1CCN(c2ccc(Nc3ccccc3)cc2)CC1 0.9052455040753038 0.9023846122656948 0.9052455040753038 0.9023846122656948 1
18 Brc1ccc(Nc2nccc(N3CCC3)n2)cc1 0.94529388627642 0.893228364896362 0.94529388627642 0.893228364896362 1
18 CCNc1nc(Nc2ccc(Br)cc2)ncc1C 0.9035748022263378 0.8789560537233719 0.9035748022263378 0.8789560537233719 0
19 CNc1nc(Nc2ccc(C3CC3)cc2)ncc1Cl 0.8904885380425539 0.8720657869018343 0.8904885380425539 0.8720657869018343 0
24 CCS(=O)(=O)N1CCN(c2ccc(Nc3ccccc3)cc2)CC1 0.9052455040753038 0.9023846122656948 0.9052455040753038 0.9023846122656948 0
21 CCNc1nc(Nc2ccc(CCl)cc2)ncc1C(N)=O 0.7129837714905142 0.8632124790856912 0.7129837714905142 0.8632124790856912 0
20 CCc1ccc(Nc2ncc(Br)c(NC3CC3)n2)cc1 0.8641740724978239 0.8746281594864214 0.8641740724978239 0.8746281594864214 0
24 CCS(=O)(=O)N1CCN(c2ccc(Nc3ccccn3)cc2)CC1 0.8998060263434687 0.882312371463019 0.8998060263434687 0.882312371463019 0
24 CCNc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1C 0.8810036352085564 0.8676454818309121 0.8810036352085564 0.8676454818309121 0
19 Cc1ccc(Cl)cc1Nc1nccc(NC2CC2)n1 0.8913206729075411 0.87640681254286 0.8913206729075411 0.87640681254286 0
21 COc1ccccc1Nc1ncc(OC)c(NC2CC2)n1 0.8507809261976939 0.8768424182425795 0.8507809261976939 0.8768424182425795 0
24 COc1cnc(Nc2ccc(C(=O)N(C)C)cc2)nc1NC1CC1 0.8485158461282136 0.8657983196485132 0.8485158461282136 0.8657983196485132 0
22 CCN(CC)c1ccc(Nc2nccc(NC3CC3)n2)cc1 0.8168951928916766 0.8652810433406657 0.8168951928916766 0.8652810433406657 0
21 COc1cccc(Nc2ncc(OC)c(NC3CC3)n2)c1 0.8507809261976939 0.8761831874733487 0.8507809261976939 0.8761831874733487 0
21 CCCCc1ccc(Nc2ncc(OC)c(NC)n2)cc1 0.8138948565698294 0.8756044695246307 0.8138948565698294 0.8756044695246307 0
23 CCOC(=O)c1ccc(Nc2ncc(C)c(NC3CC3)n2)cc1 0.7972451368015413 0.879221419044985 0.7972451368015413 0.879221419044985 0
22 COc1cnc(Nc2ccc(C(C)C)cc2)nc1NC1CC1 0.845980964156433 0.8717470601195857 0.845980964156433 0.8717470601195857 0
26 O=C(c1ccc(Nc2ncc(Cl)c(NC3CC3)n2)cc1)N1CCCCC1 0.8284380080947865 0.8719606892048924 0.8284380080947865 0.8719606892048924 0
21 CCc1ccc(Nc2ncc(OC)c(NC3CC3)n2)cc1 0.8514188835359062 0.8772998541400153 0.8514188835359062 0.8772998541400153 0
20 COc1cnc(Nc2cccc(Cl)c2)nc1NC1CC1 0.8829886289125645 0.8726505616456657 0.8829886289125645 0.8726505616456657 0
19 COc1ccc(Nc2nccc(NC3CC3)n2)cc1 0.8610663467628341 0.8944905680466153 0.8610663467628341 0.8944905680466153 0
20 CCc1ccc(Nc2ncc(F)c(NC3CC3)n2)cc1 0.8743580716205972 0.8822197924148963 0.8743580716205972 0.8822197924148963 0
19 Cc1cnc(Nc2cccc(Cl)c2)nc1NC1CC1 0.8913206729075412 0.8760580945941417 0.8913206729075412 0.8760580945941417 0
21 CNc1nc(Nc2ccc(C(=O)N(C)C)cc2)ncc1C 0.9015045667273142 0.8730730194804219 0.9015045667273142 0.8730730194804219 0
20 Cc1cnc(Nc2ccc(C(=O)N(C)C)cc2)nc1N 0.8890766102010167 0.87741631799458 0.8890766102010167 0.87741631799458 0
18 Brc1ccc(Nc2nccc(N3CCC3)n2)cc1 0.94529388627642 0.893228364896362 0.94529388627642 0.893228364896362 0
26 CN(c1nccnc1CNc1ccnc(-c2ccccc2)n1)S(C)(=O)=O 0.7074079759669091 0.8295159657121689 0.7074079759669091 0.8295159657121689 1
28 Cc1cnc(Nc2ccccc2)nc1NCc1nccnc1N(C)S(C)(=O)=O 0.62231707904313 0.8212764093510163 0.62231707904313 0.8212764093510163 0
32 CCc1cnc(NC(=O)c2ccc(C)cc2)nc1NCc1nccnc1N(C)S(C)(=O)=O 0.5295080445005101 0.8099145360652936 0.5295080445005101 0.8099145360652936 0
26 CN(c1nccnc1CNc1ccnc(-c2ccccc2)n1)S(C)(=O)=O 0.7074079759669091 0.8295159657121689 0.7074079759669091 0.8295159657121689 0
27 CN(c1nccnc1CNc1nc(-c2ccccc2)ncc1F)S(C)(=O)=O 0.6897881410265935 0.8229045827377457 0.6897881410265935 0.8229045827377457 0
